plate_map_name	Batch	allele_set	SourceID	SYMBOL	entry_plate	entry_well	entry_numb	entry_well_id	dest_plate	dest_well	dest_numb	node_type	aa_change	c96	r96	r384	c384	r384_letter	well_position	384ID	allele
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q2	F05	38	cNC		5	6	11	10	K	K10	11_10	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q2	G05	39	cPC		5	7	13	10	M	M10	13_10	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q2	H05	40	cPC		5	8	15	10	O	O10	15_10	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q2	A06	41	cNC		6	1	1	12	A	A12	1_12	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q1	B06	42	TC		6	2	3	11	C	C11	3_11	561_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q2	C06	43	cPC		6	3	5	12	E	E12	5_12	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q2	B06	42	TC		6	2	3	12	C	C12	3_12	561_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q2	E06	45	cPC		6	5	9	12	I	I12	9_12	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q2	F06	46	cPC		6	6	11	12	K	K12	11_12	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q2	G06	47	cNC		6	7	13	12	M	M12	13_12	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q2	H06	48	cPC		6	8	15	12	O	O12	15_12	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q2	A07	49	cNC		7	1	1	14	A	A14	1_14	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q2	B07	50	cNC		7	2	3	14	C	C14	3_14	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q2	C07	51	cPC		7	3	5	14	E	E14	5_14	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q2	D07	52	cPC		7	4	7	14	G	G14	7_14	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q2	E07	53	cPC		7	5	9	14	I	I14	9_14	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q2	F07	54	cPC		7	6	11	14	K	K14	11_14	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q2	G07	55	cPC		7	7	13	14	M	M14	13_14	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q2	H07	56	cPC		7	8	15	14	O	O14	15_14	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q3	B06	42	TC		6	2	4	11	D	D11	4_11	561_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q2	B08	58	cPC		8	2	3	16	C	C16	3_16	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q2	C08	59	cNC		8	3	5	16	E	E16	5_16	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q2	D08	60	cPC		8	4	7	16	G	G16	7_16	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q2	E08	61	cPC		8	5	9	16	I	I16	9_16	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q2	F08	62	cPC		8	6	11	16	K	K16	11_16	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q2	G08	63	cPC		8	7	13	16	M	M16	13_16	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q2	H08	64	cNC		8	8	15	16	O	O16	15_16	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q2	A09	65	cPC		9	1	1	18	A	A18	1_18	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q2	B09	66	cPC		9	2	3	18	C	C18	3_18	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q2	C09	67	cNC		9	3	5	18	E	E18	5_18	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q2	D09	68	cPC		9	4	7	18	G	G18	7_18	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q2	F09	70	cPPC	T1151M	9	6	11	18	K	K18	11_18	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q2	G09	71	cPC		9	7	13	18	M	M18	13_18	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q2	B10	74	cPC		10	2	3	20	C	C20	3_20	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q2	C10	75	cNC		10	3	5	20	E	E20	5_20	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q3	B11	82	cPC		11	2	4	21	D	D21	4_21	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q2	E10	77	cPC		10	5	9	20	I	I20	9_20	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q2	F10	78	cPC		10	6	11	20	K	K20	11_20	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q4	B06	42	TC		6	2	4	12	D	D12	4_12	561_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q1	C12	91	PC		12	3	5	23	E	E23	5_23	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q4	B01	2	cPC		1	2	4	2	D	D02	4_2	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q2	C11	83	cNC		11	3	5	22	E	E22	5_22	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q4	B11	82	cPC		11	2	4	22	D	D22	4_22	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q2	E11	85	cPPC	T1151M	11	5	9	22	I	I22	9_22	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q2	F11	86	cPC		11	6	11	22	K	K22	11_22	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q2	G11	87	cPC		11	7	13	22	M	M22	13_22	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q2	C12	91	PC		12	3	5	24	E	E24	5_24	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q2	A12	89	cNC		12	1	1	24	A	A24	1_24	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q2	B12	90	cPC		12	2	3	24	C	C24	3_24	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q3	C12	91	PC		12	3	6	23	F	F23	6_23	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q2	D12	92	PC		12	4	7	24	G	G24	7_24	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q2	E12	93	cPC		12	5	9	24	I	I24	9_24	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q4	C12	91	PC		12	3	6	24	F	F24	6_24	CYP2A6_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q2	G12	95	cPC		12	7	13	24	M	M24	13_24	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q2	H12	96	PC		12	8	15	24	O	O24	15_24	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q3	A01	1	cPC		1	1	2	1	B	B01	2_1	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q1	D10	76	cPC		10	4	7	19	G	G19	7_19	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q3	C01	3	cPC		1	3	6	1	F	F01	6_1	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q3	D01	4	cPC		1	4	8	1	H	H01	8_1	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	E01	5	PC		1	5	10	1	J	J01	10_1	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q3	F01	6	cPC		1	6	12	1	L	L01	12_1	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q3	G01	7	cPC		1	7	14	1	N	N01	14_1	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q3	H01	8	cPC		1	8	16	1	P	P01	16_1	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q3	A02	9	cPC		2	1	2	3	B	B03	2_3	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	B02	10	PC		2	2	4	3	D	D03	4_3	ALK_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q3	C02	11	cPC		2	3	6	3	F	F03	6_3	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	D02	12	cPPC	T1151M	2	4	8	3	H	H03	8_3	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q3	E02	13	cPC		2	5	10	3	J	J03	10_3	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q3	F02	14	cPC		2	6	12	3	L	L03	12_3	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q3	G02	15	cPC		2	7	14	3	N	N03	14_3	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q3	H02	16	cPC		2	8	16	3	P	P03	16_3	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q3	A03	17	cPC		3	1	2	5	B	B05	2_5	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q3	B03	18	cPC		3	2	4	5	D	D05	4_5	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q3	C03	19	cPC		3	3	6	5	F	F05	6_5	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q3	D03	20	cNC		3	4	8	5	H	H05	8_5	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q3	E03	21	cPC		3	5	10	5	J	J05	10_5	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q3	F03	22	cPC		3	6	12	5	L	L05	12_5	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q3	G03	23	cPC		3	7	14	5	N	N05	14_5	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q3	H03	24	cNC		3	8	16	5	P	P05	16_5	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q3	A04	25	cPC		4	1	2	7	B	B07	2_7	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q3	B04	26	cNC		4	2	4	7	D	D07	4_7	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q3	C04	27	cPC		4	3	6	7	F	F07	6_7	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q3	D04	28	cPC		4	4	8	7	H	H07	8_7	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q3	E04	29	cPC		4	5	10	7	J	J07	10_7	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q3	F04	30	cNC		4	6	12	7	L	L07	12_7	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q3	G04	31	cPC		4	7	14	7	N	N07	14_7	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q3	H04	32	cNC		4	8	16	7	P	P07	16_7	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	A05	33	cPPC	T1151M	5	1	2	9	B	B09	2_9	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q3	B05	34	cPC		5	2	4	9	D	D09	4_9	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q3	C05	35	cPC		5	3	6	9	F	F09	6_9	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q3	D05	36	cPC		5	4	8	9	H	H09	8_9	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q3	E05	37	cPC		5	5	10	9	J	J09	10_9	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q3	F05	38	cNC		5	6	12	9	L	L09	12_9	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q3	G05	39	cPC		5	7	14	9	N	N09	14_9	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q3	H05	40	cPC		5	8	16	9	P	P09	16_9	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q3	A06	41	cNC		6	1	2	11	B	B11	2_11	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q1	D06	44	TC		6	4	7	11	G	G11	7_11	561_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q3	C06	43	cPC		6	3	6	11	F	F11	6_11	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q2	D06	44	TC		6	4	7	12	G	G12	7_12	561_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q3	E06	45	cPC		6	5	10	11	J	J11	10_11	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _TNF	TNF	VarChAMP_controls			TNF_	VarChAMP_Candidate_Scramble_Q3	F06	46	cPC		6	6	12	11	L	L11	12_11	TNF_
B6A4R2_P1	6	4	VarChAMP_controls _Renilla_	Renilla_	VarChAMP_controls			Renilla__	VarChAMP_Candidate_Scramble_Q3	G06	47	cNC		6	7	14	11	N	N11	14_11	Renilla__
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81134	LPAR1_81134	VarChAMP_controls			LPAR1_81134_	VarChAMP_Candidate_Scramble_Q3	H06	48	cPC		6	8	16	11	P	P11	16_11	LPAR1_81134_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q3	A07	49	cNC		7	1	2	13	B	B13	2_13	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _BLC2L1	BLC2L1	VarChAMP_controls			BLC2L1_	VarChAMP_Candidate_Scramble_Q3	B07	50	cNC		7	2	4	13	D	D13	4_13	BLC2L1_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q3	C07	51	cPC		7	3	6	13	F	F13	6_13	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _BRD4	BRD4	VarChAMP_controls			BRD4_	VarChAMP_Candidate_Scramble_Q3	D07	52	cPC		7	4	8	13	H	H13	8_13	BRD4_
B6A4R2_P1	6	4	VarChAMP_controls _LPAR1_81091	LPAR1_81091	VarChAMP_controls			LPAR1_81091_	VarChAMP_Candidate_Scramble_Q3	E07	53	cPC		7	5	10	13	J	J13	10_13	LPAR1_81091_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q3	F07	54	cPC		7	6	12	13	L	L13	12_13	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q3	G07	55	cPC		7	7	14	13	N	N13	14_13	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _PRKCE	PRKCE	VarChAMP_controls			PRKCE_	VarChAMP_Candidate_Scramble_Q3	H07	56	cPC		7	8	16	13	P	P13	16_13	PRKCE_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q3	D06	44	TC		6	4	8	11	H	H11	8_11	561_
B6A4R2_P1	6	4	VarChAMP_controls _ADA	ADA	VarChAMP_controls			ADA_	VarChAMP_Candidate_Scramble_Q3	B08	58	cPC		8	2	4	15	D	D15	4_15	ADA_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q3	C08	59	cNC		8	3	6	15	F	F15	6_15	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _KCNQ2	KCNQ2	VarChAMP_controls			KCNQ2_	VarChAMP_Candidate_Scramble_Q3	D08	60	cPC		8	4	8	15	H	H15	8_15	KCNQ2_
B6A4R2_P1	6	4	VarChAMP_controls _KRAS	KRAS	VarChAMP_controls			KRAS_	VarChAMP_Candidate_Scramble_Q3	E08	61	cPC		8	5	10	15	J	J15	10_15	KRAS_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q3	F08	62	cPC		8	6	12	15	L	L15	12_15	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q3	G08	63	cPC		8	7	14	15	N	N15	14_15	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q3	H08	64	cNC		8	8	16	15	P	P15	16_15	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _OPRM1	OPRM1	VarChAMP_controls			OPRM1_	VarChAMP_Candidate_Scramble_Q3	A09	65	cPC		9	1	2	17	B	B17	2_17	OPRM1_
B6A4R2_P1	6	4	VarChAMP_controls _CSK	CSK	VarChAMP_controls			CSK_	VarChAMP_Candidate_Scramble_Q3	B09	66	cPC		9	2	4	17	D	D17	4_17	CSK_
B6A4R2_P1	6	4	VarChAMP_controls _SGK3	SGK3	VarChAMP_controls			SGK3_	VarChAMP_Candidate_Scramble_Q3	C09	67	cNC		9	3	6	17	F	F17	6_17	SGK3_
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q3	D09	68	cPC		9	4	8	17	H	H17	8_17	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _ALK	ALK	VarChAMP_controls			ALK_	VarChAMP_Candidate_Scramble_Q3	F09	70	cPPC	T1151M	9	6	12	17	L	L17	12_17	ALK_T1151M
B6A4R2_P1	6	4	VarChAMP_controls _GHSR	GHSR	VarChAMP_controls			GHSR_	VarChAMP_Candidate_Scramble_Q3	G09	71	cPC		9	7	14	17	N	N17	14_17	GHSR_
B6A4R2_P1	6	4	VarChAMP_controls _PAK1	PAK1	VarChAMP_controls			PAK1_	VarChAMP_Candidate_Scramble_Q3	B10	74	cPC		10	2	4	19	D	D19	4_19	PAK1_
B6A4R2_P1	6	4	VarChAMP_controls _ZBTB24	ZBTB24	VarChAMP_controls			ZBTB24_	VarChAMP_Candidate_Scramble_Q3	C10	75	cNC		10	3	6	19	F	F19	6_19	ZBTB24_
B6A4R2_P1	6	4	VarChAMP_controls _ALDH2	ALDH2	VarChAMP_controls			ALDH2_	VarChAMP_Candidate_Scramble_Q1	D11	84	cPC		11	4	7	21	G	G21	7_21	ALDH2_
B6A4R2_P1	6	4	VarChAMP_controls _CHRM3	CHRM3	VarChAMP_controls			CHRM3_	VarChAMP_Candidate_Scramble_Q3	E10	77	cPC		10	5	10	19	J	J19	10_19	CHRM3_
B6A4R2_P1	6	4	VarChAMP_controls _LYN	LYN	VarChAMP_controls			LYN_	VarChAMP_Candidate_Scramble_Q3	F10	78	cPC		10	6	12	19	L	L19	12_19	LYN_
B6A4R2_P1	6	4	VarChAMP_controls _561	561	VarChAMP_controls			561_	VarChAMP_Candidate_Scramble_Q4	D06	44	TC		6	4	8	12	H	H12	8_12	561_
B6A4R2_P1	6	4	VarChAMP_controls _CYP2A6	CYP2A6	VarChAMP_controls			CYP2A6	VarChAMP_Candidate_Scramble_Q1	F12	94	PC		12	6	11	23	K	K23	11_23	CYP2A6_
